video_id,video_url,domain,subdomain,question,option_a,option_b,option_c,option_d,correct_answer
v_QIegMo0DW9E_c003_00,./all_map_data/videos/aerobic_gymnastics/v_QIegMo0DW9E_c003_00.mp4,Sports & Arts,aerobic_gymnastics,How many players are in the video?,4,5,4,6,b
v_QIegMo0DW9E_c003_00,./all_map_data/videos/aerobic_gymnastics/v_QIegMo0DW9E_c003_00.mp4,Sports & Arts,aerobic_gymnastics,How many players are performing gymnastics?,4,4,5,4,c
v_QIegMo0DW9E_c003_00,./all_map_data/videos/aerobic_gymnastics/v_QIegMo0DW9E_c003_00.mp4,Sports & Arts,aerobic_gymnastics,How many types of actions do the players perform?,4,2,4,4,b
v_QIegMo0DW9E_c003_00,./all_map_data/videos/aerobic_gymnastics/v_QIegMo0DW9E_c003_00.mp4,Sports & Arts,aerobic_gymnastics,How many actions do the players perform?,3,2,3,3,b
v_QIegMo0DW9E_c003_00,./all_map_data/videos/aerobic_gymnastics/v_QIegMo0DW9E_c003_00.mp4,Sports & Arts,aerobic_gymnastics,How many times do the players perform scissors leap?,2,3,1,2,c
v_QIegMo0DW9E_c003_00,./all_map_data/videos/aerobic_gymnastics/v_QIegMo0DW9E_c003_00.mp4,Sports & Arts,aerobic_gymnastics,How many times do the players perform straddle jump?,2,2,1,2,c
v_QIegMo0DW9E_c003_00,./all_map_data/videos/aerobic_gymnastics/v_QIegMo0DW9E_c003_00.mp4,Sports & Arts,aerobic_gymnastics,How many players perform scissors leap?,5,4,4,4,a
v_QIegMo0DW9E_c003_00,./all_map_data/videos/aerobic_gymnastics/v_QIegMo0DW9E_c003_00.mp4,Sports & Arts,aerobic_gymnastics,How many players perform straddle jump?,3,4,5,4,c
v_QIegMo0DW9E_c003_00,./all_map_data/videos/aerobic_gymnastics/v_QIegMo0DW9E_c003_00.mp4,Sports & Arts,aerobic_gymnastics,Do the players perform scissors leap?,"No, the players do not perform scissors leap.",yes,"No, they perform a different type of jump.","No, the players do not perform scissors leap.",b
v_QIegMo0DW9E_c003_00,./all_map_data/videos/aerobic_gymnastics/v_QIegMo0DW9E_c003_00.mp4,Sports & Arts,aerobic_gymnastics,Do the players perform illusion?,no,"Yes, the players perform illusions as part of their act.","Yes, the players use illusions as part of their performance.","Yes, the players perform illusion as part of their performance.",a
v_QIegMo0DW9E_c003_00,./all_map_data/videos/aerobic_gymnastics/v_QIegMo0DW9E_c003_00.mp4,Sports & Arts,aerobic_gymnastics,What do the players perform before performing straddle jump?,dynamic stretching,aerobic gymnastics scissors leap,warm-up stretches,flexibility stretches,b
v_QIegMo0DW9E_c003_00,./all_map_data/videos/aerobic_gymnastics/v_QIegMo0DW9E_c003_00.mp4,Sports & Arts,aerobic_gymnastics,What action do the players perform before straddle jump?,stretching their legs,ballet grand jeté,stretching their leg muscles,aerobic gymnastics scissors leap,d
v_QIegMo0DW9E_c003_00,./all_map_data/videos/aerobic_gymnastics/v_QIegMo0DW9E_c003_00.mp4,Sports & Arts,aerobic_gymnastics,What do the players perform after performing scissors leap?,forward roll,They perform a split leap.,aerobic gymnastics straddle jump,split leap,c
v_QIegMo0DW9E_c003_00,./all_map_data/videos/aerobic_gymnastics/v_QIegMo0DW9E_c003_00.mp4,Sports & Arts,aerobic_gymnastics,What action do the players perform after scissors leap?,aerobic gymnastics straddle jump,High kick,forward roll,aerobic gymnastics tuck jump,a
v_NzCihhjR_NE_c015_01,./all_map_data/videos/aerobic_gymnastics/v_NzCihhjR_NE_c015_01.mp4,Sports & Arts,aerobic_gymnastics,What is the video about?,aerobic gymnastics,The video is about a dance competition.,The video is about a dance competition.,The video is about rhythmic gymnastics.,a
v_NzCihhjR_NE_c015_01,./all_map_data/videos/aerobic_gymnastics/v_NzCihhjR_NE_c015_01.mp4,Sports & Arts,aerobic_gymnastics,What are the players doing in the video?,aerobic gymnastics,The players are practicing a dance routine,The players are doing a dance routine.,The players are performing a synchronized dance routine.,a
v_NzCihhjR_NE_c015_01,./all_map_data/videos/aerobic_gymnastics/v_NzCihhjR_NE_c015_01.mp4,Sports & Arts,aerobic_gymnastics,How many players are in the video?,4,3,4,4,b
v_NzCihhjR_NE_c015_01,./all_map_data/videos/aerobic_gymnastics/v_NzCihhjR_NE_c015_01.mp4,Sports & Arts,aerobic_gymnastics,How many players are performing gymnastics?,5,3,4,2,b
v_NzCihhjR_NE_c015_01,./all_map_data/videos/aerobic_gymnastics/v_NzCihhjR_NE_c015_01.mp4,Sports & Arts,aerobic_gymnastics,How many types of actions do the players perform?,3,4,5,2,d
v_NzCihhjR_NE_c015_01,./all_map_data/videos/aerobic_gymnastics/v_NzCihhjR_NE_c015_01.mp4,Sports & Arts,aerobic_gymnastics,How many actions do the players perform?,2,3,1,5,a
v_NzCihhjR_NE_c015_01,./all_map_data/videos/aerobic_gymnastics/v_NzCihhjR_NE_c015_01.mp4,Sports & Arts,aerobic_gymnastics,How many times do the players perform split?,2,2,1,2,c
v_NzCihhjR_NE_c015_01,./all_map_data/videos/aerobic_gymnastics/v_NzCihhjR_NE_c015_01.mp4,Sports & Arts,aerobic_gymnastics,How many times do the players perform straddle jump?,2,3,1,3,c
v_NzCihhjR_NE_c015_01,./all_map_data/videos/aerobic_gymnastics/v_NzCihhjR_NE_c015_01.mp4,Sports & Arts,aerobic_gymnastics,How many players perform split?,2,3,4,5,b
v_NzCihhjR_NE_c015_01,./all_map_data/videos/aerobic_gymnastics/v_NzCihhjR_NE_c015_01.mp4,Sports & Arts,aerobic_gymnastics,How many players perform straddle jump?,2,2,5,3,d
v_NzCihhjR_NE_c015_01,./all_map_data/videos/aerobic_gymnastics/v_NzCihhjR_NE_c015_01.mp4,Sports & Arts,aerobic_gymnastics,Do the players perform straddle jump?,"No, the players do not perform straddle jump.","No, they don't perform straddle jump.",yes,"No, the players do not perform straddle jump.",c
v_NzCihhjR_NE_c015_01,./all_map_data/videos/aerobic_gymnastics/v_NzCihhjR_NE_c015_01.mp4,Sports & Arts,aerobic_gymnastics,Do the players perform balance turn?,"Yes, they perform a balance turn as part of their routine.","Yes, the players execute balance turns as part of their routine.",no,"Yes, they do perform balance turns as part of their routine.",c
v_NzCihhjR_NE_c015_01,./all_map_data/videos/aerobic_gymnastics/v_NzCihhjR_NE_c015_01.mp4,Sports & Arts,aerobic_gymnastics,What do the players perform before performing straddle jump?,stretching exercises,aerobic gymnastics split,flexibility warm-up stretches,a warm-up routine consisting of stretches and light cardio,b
v_NzCihhjR_NE_c015_01,./all_map_data/videos/aerobic_gymnastics/v_NzCihhjR_NE_c015_01.mp4,Sports & Arts,aerobic_gymnastics,What action do the players perform before straddle jump?,flexing their legs,"Before a straddle jump, players may perform stretching exercises.",aerobic gymnastics split,stretching,c
v_NzCihhjR_NE_c015_01,./all_map_data/videos/aerobic_gymnastics/v_NzCihhjR_NE_c015_01.mp4,Sports & Arts,aerobic_gymnastics,What do the players perform after performing split?,Squat jump,They perform a cartwheel.,aerobic gymnastics straddle jump,aerial cartwheel,c
v_NzCihhjR_NE_c015_01,./all_map_data/videos/aerobic_gymnastics/v_NzCihhjR_NE_c015_01.mp4,Sports & Arts,aerobic_gymnastics,What action do the players perform after split?,synchronized cartwheel,aerobic gymnastics straddle jump,synchronized swimming routine,aerobic gymnastics handstand,b
v_4RKB-3ER_GA_c016_01,./all_map_data/videos/aerobic_gymnastics/v_4RKB-3ER_GA_c016_01.mp4,Sports & Arts,aerobic_gymnastics,What is the video about?,acrobatic dance,aerobic gymnastics,The video is about yoga and meditation.,acrobatic dance,b
v_4RKB-3ER_GA_c016_01,./all_map_data/videos/aerobic_gymnastics/v_4RKB-3ER_GA_c016_01.mp4,Sports & Arts,aerobic_gymnastics,What are the players doing in the video?,The players are practicing a dance routine.,The players are practicing a dance routine.,The players are practicing dance moves.,aerobic gymnastics,d
v_4RKB-3ER_GA_c016_01,./all_map_data/videos/aerobic_gymnastics/v_4RKB-3ER_GA_c016_01.mp4,Sports & Arts,aerobic_gymnastics,How many players are in the video?,2,4,3,3,a
v_4RKB-3ER_GA_c016_01,./all_map_data/videos/aerobic_gymnastics/v_4RKB-3ER_GA_c016_01.mp4,Sports & Arts,aerobic_gymnastics,How many players are performing gymnastics?,3,3,2,3,c
v_4RKB-3ER_GA_c016_01,./all_map_data/videos/aerobic_gymnastics/v_4RKB-3ER_GA_c016_01.mp4,Sports & Arts,aerobic_gymnastics,How many types of actions do the players perform?,4,3,3,3,a
v_4RKB-3ER_GA_c016_01,./all_map_data/videos/aerobic_gymnastics/v_4RKB-3ER_GA_c016_01.mp4,Sports & Arts,aerobic_gymnastics,How many types of actions are performed in the video?,3,3,3,4,d
v_4RKB-3ER_GA_c016_01,./all_map_data/videos/aerobic_gymnastics/v_4RKB-3ER_GA_c016_01.mp4,Sports & Arts,aerobic_gymnastics,How many actions do the players perform?,4,3,3,3,a
v_4RKB-3ER_GA_c016_01,./all_map_data/videos/aerobic_gymnastics/v_4RKB-3ER_GA_c016_01.mp4,Sports & Arts,aerobic_gymnastics,How many actions are performed in the video?,4,3,7,3,a
v_4RKB-3ER_GA_c016_01,./all_map_data/videos/aerobic_gymnastics/v_4RKB-3ER_GA_c016_01.mp4,Sports & Arts,aerobic_gymnastics,How many times do the players perform split jump?,2,2,2,1,d
v_4RKB-3ER_GA_c016_01,./all_map_data/videos/aerobic_gymnastics/v_4RKB-3ER_GA_c016_01.mp4,Sports & Arts,aerobic_gymnastics,How many times do the players perform pike jump?,3,3,1,3,c
v_4RKB-3ER_GA_c016_01,./all_map_data/videos/aerobic_gymnastics/v_4RKB-3ER_GA_c016_01.mp4,Sports & Arts,aerobic_gymnastics,How many times do the players perform bent leg jump?,2,8,1,3,c
v_4RKB-3ER_GA_c016_01,./all_map_data/videos/aerobic_gymnastics/v_4RKB-3ER_GA_c016_01.mp4,Sports & Arts,aerobic_gymnastics,How many times do the players perform explosive push up?,2,1,3,2,b
v_4RKB-3ER_GA_c016_01,./all_map_data/videos/aerobic_gymnastics/v_4RKB-3ER_GA_c016_01.mp4,Sports & Arts,aerobic_gymnastics,How many players perform split jump?,3,2,1,1,b
v_4RKB-3ER_GA_c016_01,./all_map_data/videos/aerobic_gymnastics/v_4RKB-3ER_GA_c016_01.mp4,Sports & Arts,aerobic_gymnastics,How many players perform pike jump?,3,5,1,2,d
v_4RKB-3ER_GA_c016_01,./all_map_data/videos/aerobic_gymnastics/v_4RKB-3ER_GA_c016_01.mp4,Sports & Arts,aerobic_gymnastics,How many players perform bent leg jump?,1,4,2,3,c
v_4RKB-3ER_GA_c016_01,./all_map_data/videos/aerobic_gymnastics/v_4RKB-3ER_GA_c016_01.mp4,Sports & Arts,aerobic_gymnastics,How many players perform explosive push up?,3,2,1,1,b
v_4RKB-3ER_GA_c016_01,./all_map_data/videos/aerobic_gymnastics/v_4RKB-3ER_GA_c016_01.mp4,Sports & Arts,aerobic_gymnastics,Do the players perform split jump?,"No, the players do not perform a split jump, they perform a different type of jump.",yes,"No, the players do not perform split jumps.","No, they perform a straddle jump.",b
v_4RKB-3ER_GA_c016_01,./all_map_data/videos/aerobic_gymnastics/v_4RKB-3ER_GA_c016_01.mp4,Sports & Arts,aerobic_gymnastics,Do the players perform butterfly jump?,no,"Yes, the players perform a butterfly jump as part of their routine.","Yes, the players perform butterfly jump occasionally.","Yes, the players perform the butterfly jump.",a
v_4RKB-3ER_GA_c016_01,./all_map_data/videos/aerobic_gymnastics/v_4RKB-3ER_GA_c016_01.mp4,Sports & Arts,aerobic_gymnastics,What do the players perform before performing explosive push up?,dynamic stretching of the upper body,dynamic arm circles,aerobic gymnastics bent leg jump,dynamic stretching and arm circles,c
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,What is the video about?,basketball,basketball,basketball,volleyball,d
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,What are the players doing in the video?,The players are playing basketball.,The players are playing soccer.,volleyball,basketball,c
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,How many times does the right team do adjust?,5,2,3,3,b
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,How many times does the right team do adjust successfully?,2,5,3,1,a
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,Does the left team do defend successfully?,"No, the opposing team manages to score a goal.","No, the left team fails to defend successfully and concedes a goal.",yes,"No, the left team was unable to defend successfully and allowed the opposing team to score.",c
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,Is the defend of the left team successful?,no,yes,"No, the left team's defend was unsuccessful.","No, the left team failed to defend their goal.",b
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,Does the right team do spike successfully?,"Yes, the right team was able to execute the spike successfully.","Yes, the right team executed the spike successfully.",yes,no,d
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,Is the spike of the right team successful?,"Yes, the spike was successful and scored a point for the right team.",The spike is unsuccessful because it is blocked by the opposing team.,"Yes, the spike was successful and the right team scored a point.",no,d
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,Does the right team do dink successfully?,no,"Yes, the right team was able to execute the dink successfully.","Yes, the right team often executes dinks successfully as part of their strategy.",yes,a
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,Is the defend of the right team successful?,yes,"No, the opposing team was able to score a goal despite their efforts.","No, the opposing team was able to score despite the defense's efforts.","No, the defend of the right team was not successful.",a
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,What does the left team do before adjust?,volleyball defend,The left team sets up their offense.,The left team serves the ball.,The left team serves the ball.,a
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,What does the left team do after adjust?,The left team sets up for a spike.,block the ball,volleyball dink,block the spike,c
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,What does the right team do after their second adjust?,volleyball dink,spike the ball,"After their second adjust, the right team might set up for a spike.",They set up for a spike attack.,a
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,What does the right team do before dink?,volleyball adjust,The right team huddles to discuss strategy.,volleyball warm up,The right team huddles up to discuss strategy.,a
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,How does the right team fail to do spike?,The team failed to communicate effectively.,volleyball blocked,volleyball missed the serve,volleyball out of bounds,b
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,Why is the spike of the right team failed?,volleyball blocked,The right team's player missed the ball.,The right team player hit the ball out of bounds.,The player hit the ball out of bounds.,a
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,Why does the left team do defend?,block a spike,volleyball dink,The left team is trying to block a spike attack from the opposing team.,The left team defends to prevent the opposing team from scoring a point by blocking or digging the ball.,b
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,What is the cause of the left team doing defend?,The left team is trying to block a spike from the opposing team.,The left team is anticipating a spike from the opponent.,The left team is defending against a spike.,volleyball dink,d
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,What is the reason for the defend of the left team?,volleyball dink,The reason for the defense of the left team could be to block a spike from the opposing team.,blocking a spike,miscommunication among the players,a
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,Why does the right team do defend?,to block a powerful spike,volleyball dink,The right team is trying to block the opposing team's spike.,The right team defends to block a spike from the opposing team.,b
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,What is the cause of the right team doing defend?,volleyball dink,The right team is doing defend because they are anticipating a spike from the opposing team.,blocking the spike,block attempt,a
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,What is the reason for the defend of the right team?,volleyball dink,miscommunication among the players,miscommunication among team members,block attempt,a
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,Would the right team success to do spike if the other team did not save the ball?,"Yes, the right team could still succeed in doing a spike even if the other team did not save the ball, as it is purely based on their own skill and execution.",no,Yes,Yes,b
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,Would the spike of the right team be successful if the other team did not save the ball?,yes,no,Yes,yes,b
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,Would the right team success to do dink if the other team did not save the ball?,yes,"No, the right team would not succeed in a dink because the other team would still have an opportunity to save the ball.","No, the team would need to wait for the other team to hit the ball back before attempting a dink.","No, because a successful dink requires the other team to be unable to return the ball.",a
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,Would the dink of the right team be successful if the other team did not save the ball?,"No, because the dink would not count as a point if it was out of bounds.","No, because the other team could have still blocked or intercepted the dink.",yes,"No, the dink would not be successful if the other team managed to block it or return it.",c
v_2Dw9QNH5KtU_c008_01,./all_map_data/videos/volleyball/v_2Dw9QNH5KtU_c008_01.mp4,Sports & Arts,volleyball,Would the dink of the left team be successful if the other team did not save the ball?,"No, the dink of the left team would not be successful because the ball landed outside of the court lines.","No, because the right team managed to block the dink at the last second.",yes,"No, the dink would not be successful because it did not land within the boundaries of the court.",c
v_dChHNGIfm4Y_c004_00,./all_map_data/videos/volleyball/v_dChHNGIfm4Y_c004_00.mp4,Sports & Arts,volleyball,What is the video about?,The video is about basketball.,The video is about basketball.,The video is about basketball.,volleyball,d
v_dChHNGIfm4Y_c004_00,./all_map_data/videos/volleyball/v_dChHNGIfm4Y_c004_00.mp4,Sports & Arts,volleyball,What are the players doing in the video?,The players are playing beach soccer.,volleyball,basketball,The players are playing basketball.,b
v_dChHNGIfm4Y_c004_00,./all_map_data/videos/volleyball/v_dChHNGIfm4Y_c004_00.mp4,Sports & Arts,volleyball,Does the left team do spike successfully?,"Yes, they spiked the ball, but it was blocked by the opposing team.","Yes, the left team successfully spikes the ball.",no,"Yes, the left team successfully spikes the ball.",c
v_dChHNGIfm4Y_c004_00,./all_map_data/videos/volleyball/v_dChHNGIfm4Y_c004_00.mp4,Sports & Arts,volleyball,Is the spike of the left team successful?,Yes,"Yes, the left team's spike was successful and resulted in a point for their team.",no,"Yes, the spike was successful and the left team scored a point.",c
v_dChHNGIfm4Y_c004_00,./all_map_data/videos/volleyball/v_dChHNGIfm4Y_c004_00.mp4,Sports & Arts,volleyball,Does the left team do protect successfully?,yes,"Yes, the left team successfully protects their goal.",no,Yes,c
v_dChHNGIfm4Y_c004_00,./all_map_data/videos/volleyball/v_dChHNGIfm4Y_c004_00.mp4,Sports & Arts,volleyball,Is the protect of the left team successful?,"Yes, the left team was able to successfully protect their goal.",no,"Yes, the left team successfully protects their goal.","Yes, the protect of the left team was successful.",b
v_dChHNGIfm4Y_c004_00,./all_map_data/videos/volleyball/v_dChHNGIfm4Y_c004_00.mp4,Sports & Arts,volleyball,How does the left team fail to do spike?,volleyball blocked,The left team overshot the ball and it landed out of bounds.,The left team's player misses the ball.,The left team fails to spike because of a miscommunication between the players.,a
v_dChHNGIfm4Y_c004_00,./all_map_data/videos/volleyball/v_dChHNGIfm4Y_c004_00.mp4,Sports & Arts,volleyball,Why is the spike of the left team failed?,The left team's spike failed because they hit the ball out of bounds.,The spike was hit out of bounds.,volleyball blocked,The spike was hit out of bounds.,c
v_dChHNGIfm4Y_c004_00,./all_map_data/videos/volleyball/v_dChHNGIfm4Y_c004_00.mp4,Sports & Arts,volleyball,Would the left team success to do spike if the other team did not save the ball?,no,Yes,yes,"Yes, the left team would successfully score a point if the other team did not save the ball.",a
v_dChHNGIfm4Y_c004_00,./all_map_data/videos/volleyball/v_dChHNGIfm4Y_c004_00.mp4,Sports & Arts,volleyball,Would the spike of the left team be successful if the other team did not save the ball?,"Yes, the spike would be successful if the other team did not save the ball.",no,yes,"Yes, the spike would be successful if the other team did not save the ball.",b
v_xd9oKtYYSGQ_c006_01,./all_map_data/videos/volleyball/v_xd9oKtYYSGQ_c006_01.mp4,Sports & Arts,volleyball,What is the video about?,volleyball,basketball,The video is about basketball.,soccer,a
v_xd9oKtYYSGQ_c006_01,./all_map_data/videos/volleyball/v_xd9oKtYYSGQ_c006_01.mp4,Sports & Arts,volleyball,What are the players doing in the video?,basketball,The players are playing basketball.,volleyball,Playing basketball,c
v_xd9oKtYYSGQ_c006_01,./all_map_data/videos/volleyball/v_xd9oKtYYSGQ_c006_01.mp4,Sports & Arts,volleyball,Does any team score in the video?,yes,"No, the video ends before any team is able to score.","No, there is no scoring in the video.","No, there is no score in the video.",a
v_xd9oKtYYSGQ_c006_01,./all_map_data/videos/volleyball/v_xd9oKtYYSGQ_c006_01.mp4,Sports & Arts,volleyball,Does any team gain a point?,"No, neither team gains a point.",yes,"No, neither team scores a point.","No, the game ended in a scoreless draw.",b
v_ApPxnw_Jffg_c006_00,./all_map_data/videos/volleyball/v_ApPxnw_Jffg_c006_00.mp4,Sports & Arts,volleyball,What is the video about?,The video is about basketball,volleyball,basketball,The video is about basketball.,b
v_ApPxnw_Jffg_c006_00,./all_map_data/videos/volleyball/v_ApPxnw_Jffg_c006_00.mp4,Sports & Arts,volleyball,What are the players doing in the video?,playing beach soccer,playing basketball,basketball,volleyball,d
v_ApPxnw_Jffg_c006_00,./all_map_data/videos/volleyball/v_ApPxnw_Jffg_c006_00.mp4,Sports & Arts,volleyball,Does any team score in the video?,yes,No,"No, neither team scores in the video.","No, the video does not show any team scoring.",a
v_ApPxnw_Jffg_c006_00,./all_map_data/videos/volleyball/v_ApPxnw_Jffg_c006_00.mp4,Sports & Arts,volleyball,Does any team gain a point?,"No, neither team gained a point.","No, the teams remain tied with no points gained.",yes,"No, the match ended in a tie with no points awarded to either team.",c
v_ApPxnw_Jffg_c006_00,./all_map_data/videos/volleyball/v_ApPxnw_Jffg_c006_00.mp4,Sports & Arts,volleyball,Which team scores in the video?,right team,right team,left team,right team,c
v_ApPxnw_Jffg_c006_00,./all_map_data/videos/volleyball/v_ApPxnw_Jffg_c006_00.mp4,Sports & Arts,volleyball,Which team wins a point in the video?,right team,left team,right team,right team,b
v_ApPxnw_Jffg_c006_00,./all_map_data/videos/volleyball/v_ApPxnw_Jffg_c006_00.mp4,Sports & Arts,volleyball,How does the left team win a point in the video?,The left team wins a point by blocking the opposing team's hit.,through a successful block at the net,block at the net,volleyball spike,d
v_ApPxnw_Jffg_c006_00,./all_map_data/videos/volleyball/v_ApPxnw_Jffg_c006_00.mp4,Sports & Arts,volleyball,How does the left team gain a score in the video?,block,The left team gains a score by blocking the opponent's hit.,serve ace,volleyball spike,d
v_ApPxnw_Jffg_c006_00,./all_map_data/videos/volleyball/v_ApPxnw_Jffg_c006_00.mp4,Sports & Arts,volleyball,Does the left team do spike successfully?,"No, the left team's spike was blocked by the opposing team.","No, the right team was able to block the spike.",yes,"No, the ball was blocked by the opposing team.",c
v_ApPxnw_Jffg_c006_00,./all_map_data/videos/volleyball/v_ApPxnw_Jffg_c006_00.mp4,Sports & Arts,volleyball,Is the spike of the left team successful?,yes,"No, the spike was blocked by the right team's defense.",The spike was blocked by the right team's defense.,"No, the opposing team was able to block the spike.",a
v_07uuHJ9yXBw_c039_00,./all_map_data/videos/football/v_07uuHJ9yXBw_c039_00.mp4,Sports & Arts,football,What is the video about?,soccer,soccer,The video is about basketball.,football,d
v_07uuHJ9yXBw_c039_00,./all_map_data/videos/football/v_07uuHJ9yXBw_c039_00.mp4,Sports & Arts,football,What are the players doing in the video?,soccer,football,They are playing basketball.,soccer,b
v_07uuHJ9yXBw_c039_00,./all_map_data/videos/football/v_07uuHJ9yXBw_c039_00.mp4,Sports & Arts,football,Does the right team do cross successfully?,"Yes, the right team is able to execute the cross successfully.",Yes,no,"Yes, the right team manages to cross successfully.",c
v_07uuHJ9yXBw_c039_00,./all_map_data/videos/football/v_07uuHJ9yXBw_c039_00.mp4,Sports & Arts,football,Is the cross of the right team successful?,no,"Yes, the cross was successful and led to a goal for the right team.","Yes, the cross was successful and resulted in a goal for the right team.","Yes, the cross is successful and leads to a goal.",a
v_07uuHJ9yXBw_c039_00,./all_map_data/videos/football/v_07uuHJ9yXBw_c039_00.mp4,Sports & Arts,football,How does the right team fail to do cross?,poor communication between players,The opposing team has strong defense and blocks their attempts.,poor communication and coordination,football terrible pass,d
v_07uuHJ9yXBw_c039_00,./all_map_data/videos/football/v_07uuHJ9yXBw_c039_00.mp4,Sports & Arts,football,Why is the cross of the right team failed?,The defender successfully blocked the cross.,football terrible pass,Option: The player was under pressure from the opposing team's defense.,The defender blocked the ball.,b
v_07uuHJ9yXBw_c039_00,./all_map_data/videos/football/v_07uuHJ9yXBw_c039_00.mp4,Sports & Arts,football,Would the right team success to do cross if the other team did not intercept?,"Yes, if the other team did not intercept, the right team would successfully do a cross.","Yes, the right team could successfully complete the cross if they executed it accurately and quickly before the other team had a chance to intercept.",yes,no,d
v_07uuHJ9yXBw_c039_00,./all_map_data/videos/football/v_07uuHJ9yXBw_c039_00.mp4,Sports & Arts,football,Would the cross of the right team be successful if the other team did not intercept?,Yes,"Yes, the cross may be successful if the other team does not intercept and if the right team's players are in a good position to receive it.",yes,no,d
v_ITo3sCnpw_k_c010_00,./all_map_data/videos/football/v_ITo3sCnpw_k_c010_00.mp4,Sports & Arts,football,What is the video about?,football,The video is about basketball.,soccer,The video is about basketball,a
v_ITo3sCnpw_k_c010_00,./all_map_data/videos/football/v_ITo3sCnpw_k_c010_00.mp4,Sports & Arts,football,What are the players doing in the video?,The players are playing soccer.,soccer,football,soccer,c
v_ITo3sCnpw_k_c010_00,./all_map_data/videos/football/v_ITo3sCnpw_k_c010_00.mp4,Sports & Arts,football,Does any team score in the video?,"Yes, the team in white scores a goal.",no,"Yes, a team scores a goal in the video.","Yes, the team in blue scores a goal in the video.",b
v_5OJfbYQtKtk_c040_00,./all_map_data/videos/football/v_5OJfbYQtKtk_c040_00.mp4,Sports & Arts,football,What is the video about?,The video is about basketball.,basketball,football,soccer,c
